title,href,date
"Anna O Pechenkina, Andrew W Bausch & Kiron K Skinner: How do civilians attribute blame for state indiscriminate violence?",/utility/DownloadFile.ashx?id=99&type=replicationfile,2019
"Erik Lin-Greenberg: Backing up, not backing down: Mitigating audience costs through policy substitution",/utility/DownloadFile.ashx?id=100&type=replicationfile,2019
"Jordi Muñoz & Eva Anduiza: ‘If a fight starts, watch the crowd’: The effect of violence on popular support for social movements",/utility/DownloadFile.ashx?id=95&type=replicationfile,2019
Kaisa Hinkkainen Elliott & Joakim Kreutz: Natural resource wars in the shadow of the future: Explaining spatial dynamics of violence during civil war,/utility/DownloadFile.ashx?id=96&type=replicationfile,2019
Mi Hwa Hong & Nam Kyu Kim: How do external territorial threats affect mass killing?,/utility/DownloadFile.ashx?id=98&type=replicationfile,2019
Stijn van Weezel: On climate and conflict: Precipitation decline and communal conflict in Ethiopia and Kenya,/utility/DownloadFile.ashx?id=97&type=replicationfile,2019
"Therése Pettersson, Stina Högbladh & Magnus Öberg: Organized violence, 1989–2018 and peace agreements",https://ucdp.uu.se/?id=1&id=1,2019
"William G Nomikos & Nicholas Sambanis: What is the mechanism underlying audience costs? Incompetence, belligerence, and inconsistency",/utility/DownloadFile.ashx?id=101&type=replicationfile,2019
"Yuri M Zhukov, Christian Davenport & Nadiya Kostyuk: Introducing xSub: A new portal for cross-national data on subnational violence",/utility/DownloadFile.ashx?id=94&type=replicationfile,2019
"Carl Henrik Knutsen, Jan Teorell, Tore Wig, Agnes Cornell, John Gerring, Haakon Gjerløw, Svend-Erik Skanning, Daniel Ziblatt, Kyle L Marquardt, Daniel Pemstein & Brigitte Seim: Introducing the Historical Varieties of Democracy dataset: Political instituti",http://ucdp.uu.se/downloads/views/run_10_2018.zip,2019
Christine Bell & Sanja Badanjak: Introducing PA-X: A new peace agreement database and dataset,/utility/DownloadFile.ashx?id=91&type=replicationfile,2019
"Emily Kalah Gade, Mohammed H Hafez & Michael Gabbay: Fratricide in rebel movements: A network analysis of Syrian militant infighting",/utility/DownloadFile.ashx?id=83&type=replicationfile,2019
Eric Keels & J Michael Greig: Reputation and the occurrence and success of mediation in civil wars,/utility/DownloadFile.ashx?id=89&type=replicationfile,2019
"Filiz Yesilyurt & M Ensar Yesilyurt: Meta-analysis, military expenditures and growth",/utility/DownloadFile.ashx?id=85&type=replicationfile,2019
Naoko Matsumura & Atsushi Tago: Negative surprise in UN Security Council authorization: UK and French vetoes send valuable information for the general public in deciding if they support a US military action,/utility/DownloadFile.ashx?id=88&type=replicationfile,2019
Neil Narang & Brad L LeVeck: International reputation and alliance portfolios: How unreliability affects the structure and composition of alliance treaties,/utility/DownloadFile.ashx?id=87&type=replicationfile,2019
"Noa Schori-Eyal, Eran Halperin & Tamar Saguy: Intergroup commonality, political ideology, and tolerance of enemy collateral casualties in intergroup conflicts",/utility/DownloadFile.ashx?id=93&type=replicationfile,2019
Roseanne W McManus & Mark Davied Nieman: Identifying the level of major power support signaled for protégés: A latent measure approach,/utility/DownloadFile.ashx?id=86&type=replicationfile,2019
Sojeong Lee & Sara McLaughlin Mitchell: Energy resources and the risk of conflict in shared river basins,/utility/DownloadFile.ashx?id=84&type=replicationfile,2019
Allard Duursma: Obstruction and intimidation of peacekeepers: How armed actors undermine civilian protection efforts,/utility/DownloadFile.ashx?id=77&type=replicationfile,2019
"Anastasia Shesterinina: Ethics, empathy and fear in research on violent conflict",/utility/DownloadFile.ashx?id=74&type=replicationfile,2019
Anne-Kathrin Kreft: Responding to sexual violence: Women’s mobilization in war,/utility/DownloadFile.ashx?id=76&type=replicationfile,2019
"Arturas Rozenas & Sean M Zeigler: From ballot-boxes to barracks: Votes, institutions, and post-election coups",/utility/DownloadFile.ashx?id=73&type=replicationfile,2019
Camilo Nieto-Matiz: Democracy in the countryside: The rural sources of violence against voters in Colombia,/utility/DownloadFile.ashx?id=79&type=replicationfile,2019
"Christoph V Sievert, Janina I Steinert & Sabine C Carey: Spoilers of peace: Pro-government militias as risk factors for conflict recurrence",/utility/DownloadFile.ashx?id=78&type=replicationfile,2019
"Erica Chenoweth, Cullen S Hendrix & Kyleanne Hunter: Introducing the Nonviolent Action in Violent Contexts (NVAVC) dataset",/utility/DownloadFile.ashx?id=81&type=replicationfile,2019
Håvard Hegre et al.: ViEWS: A political Violence Early-Warning System,http://ucdp.uu.se/downloads/views/run_10_2018.zip,2019
"Mustasilta, Katariina: Including chiefs, maintaining peace? Examining the effects of state–traditional governance interaction on civil peace in Sub-Saharan Africa",/utility/DownloadFile.ashx?id=75&type=replicationfile,2019
"Pauline Moore: When do ties bind? Foreign fighters, social embeddedness, and violence against civilians",/utility/DownloadFile.ashx?id=80&type=replicationfile,2019
"Alex Braithwaite, Idean Salehyan & Burcu Savun: Refugees, forced migration, and conflict: Introduction to the special issue",/utility/DownloadFile.ashx?id=69&type=replicationfile,2019
Burcu Savun & Christian Gineste: From protection to persecution: Threat environment and refugee scapegoating,/utility/DownloadFile.ashx?id=67&type=replicationfile,2019
Christian Gineste & Burcu Savun: Introducing POSVAR: A dataset on refugee-related violence,/utility/DownloadFile.ashx?id=70&type=replicationfile,2019
"Faten Ghosn, Alex Braithwaite & Tiffany S Chu: Violence, displacement, contact, and attitudes toward hosting refugees",/utility/DownloadFile.ashx?id=72&type=replicationfile,2019
Justin Schon: Motivation and opportunity for conflict-induced migration: An analysis of Syrian migration timing,/utility/DownloadFile.ashx?id=63&type=replicationfile,2019
Kerstin Fisk: Camp settlement and communal conflict in sub-Saharan Africa,/utility/DownloadFile.ashx?id=65&type=replicationfile,2019
"Kristin Fabbe, Chad Hazlett & Tolga Sınmazdemir: A persuasive peace: Syrian refugees’ attitudes towards compromise and civil war termination",/utility/DownloadFile.ashx?id=68&type=replicationfile,2019
"Seraina Rüegger: Refugees, ethnic power relations, and civil conflict in the country of asylum",/utility/DownloadFile.ashx?id=64&type=replicationfile,2019
"Tobias Böhmelt, Vincenzo Bove & Kristian Skrede Gleditsch: Blame the victims? Refugees, state capacity, and non-state actor violence",/utility/DownloadFile.ashx?id=66&type=replicationfile,2019
Abbey Steele: IDP Resettlement and Collective Targeting during Civil Wars: Evidence from Colombia,/utility/DownloadFile.ashx?id=59&type=replicationfile,2018
"Daniel Karell & Sebastian Schutte: Aid, exclusion, and the local dynamics of insurgency in Afghanistan",/utility/DownloadFile.ashx?id=54&type=replicationfile,2018
"Felix Haass & Nadine Ansorg: Better peacekeepers, better protection? Troop quality of United Nations peace operations and violence against civilians",/utility/DownloadFile.ashx?id=55&type=replicationfile,2018
"Guillermo Trejo, Juan Albarracín & Lucía Tiscornia: Breaking state impunity in post-authoritarian regimes: Why transitional justice processes deter criminal violence in new democracies",/utility/DownloadFile.ashx?id=58&type=replicationfile,2018
Jacqueline M Sievert: The case for courts: Resolving information problems in authoritarian regimes,/utility/DownloadFile.ashx?id=57&type=replicationfile,2018
Mitchell Radtke & Hyeran Jo: Fighting the Hydra: United Nations sanctions and rebel groups,/utility/DownloadFile.ashx?id=56&type=replicationfile,2018
"Amanda Licht & Susan Hannah Allen: Repressing for reputation: Leadership transitions, uncertainty, and the repression of domestic populations",/utility/DownloadFile.ashx?id=41&type=replicationfile,2018
Carl Müller-Crepon & Philipp Hunziker: New spatial data on ethnicity: Introducing SIDE,/utility/DownloadFile.ashx?id=47&type=replicationfile,2018
Hanne Fjelde & Desirée Nilsson: The rise of rebel contenders: Barriers to entry and fragmentation in civil wars,/utility/DownloadFile.ashx?id=39&type=replicationfile,2018
Henrikas Bartusevičius & Svend-Erik Skaaning: Revisiting democratic civil peace: Electoral regimes and civil conflict,/utility/DownloadFile.ashx?id=38&type=replicationfile,2018
"James Igoe Walsh, Justin M Conrad, Beth Elise Whitaker & Katelin M Hudak: Funding rebellion: The Rebel Contraband Dataset",/utility/DownloadFile.ashx?id=48&type=replicationfile,2018
Louis-Alexandre Berg & Marlon Carranza – Organized criminal violence and territorial control: Evidence from northern Honduras,/utility/DownloadFile.ashx?id=40&type=replicationfile,2018
Malcolm R Easton & Randolph M Siverson: Leader survival and purges after a failed coup d’état,/utility/DownloadFile.ashx?id=42&type=replicationfile,2018
Margherita Belgioioso: Going underground: Resort to terrorism in mass mobilization dissident campaigns,/utility/DownloadFile.ashx?id=51&type=replicationfile,2018
"Nils-Christian Bormann & Burcu Savun: Reputation, concessions, and territorial civil war: Do ethnic dominoes fall, or don’t they?",/utility/DownloadFile.ashx?id=46&type=replicationfile,2018
"Subhayu Bandyopadhyay, Todd Sandler & Javed Younas: Trade and terrorism: A disaggregated approach",/utility/DownloadFile.ashx?id=45&type=replicationfile,2018
"T Clark Durant, Michael Weintraub, DanielHouser & Shuwen Li: Trust in the executive: Requiring consensus and turn-taking in the experimental lab",/utility/DownloadFile.ashx?id=49&type=replicationfile,2018
"Anna Getmansky, Tolga Sınmazdemir & Thomas Zeitzoff: Refugees, xenophobia, and domestic conflict: Evidence from a survey experiment in Turkey",/utility/DownloadFile.ashx?id=36&type=replicationfile,2018
"Erica Chenoweth, Jonathan Pinckney & Orion Lewis – Days of rage: Introducing the NAVCO 3.0 dataset",/utility/DownloadFile.ashx?id=35&type=replicationfile,2018
"Gary Uzonyi: Interstate rivalry, genocide, and politicide",/utility/DownloadFile.ashx?id=33&type=replicationfile,2018
Johannes Karreth & Jaroslav Tir: International agreement design and the moderating role of domestic bureaucratic quality: The case of freshwater cooperation,/utility/DownloadFile.ashx?id=32&type=replicationfile,2018
Magnus Lundgren: Backdoor peacekeeping: Does participation in UN peacekeeping reduce coups at home?,/utility/DownloadFile.ashx?id=34&type=replicationfile,2018
"Matthew DiLorenzo & Bryan Rooney: Domestic uncertainty, third-party resolve, and international conflict",/utility/DownloadFile.ashx?id=31&type=replicationfile,2018
"Oliver Pamp, Lukas Rudolph, Paul W Thurner, Andreas Mehltretter & Simon Primus: The build-up of coercive capacities: Arms imports and the outbreak of violent intrastate conflicts",/utility/DownloadFile.ashx?id=30&type=replicationfile,2018
"Therése Pettersson & Kristine Eck: Organized violence, 1989–2017",http://ucdp.uu.se/,2018
Tore Wig & Daniela Kromrey: Which groups fight? Customary institutions and communal conflicts in Africa,/utility/DownloadFile.ashx?id=28&type=replicationfile,2018
Elisabeth King & Cyrus Samii: Minorities and mistrust: On the adoption of ethnic recognition to manage conflict,/utility/DownloadFile.ashx?id=19&type=replicationfile,2018
"Michael F Joseph & Michael Poznansky: Media technology, covert action, and the politics of exposure",/utility/DownloadFile.ashx?id=26&type=replicationfile,2018
"Peter B White, David E Cunningham & Kyle Beardsley: Where, when, and how does the UN work to prevent civil war in self-determination disputes?",/utility/DownloadFile.ashx?id=23&type=replicationfile,2018
"Roos Haer & Tobias Böhmelt: Girl soldiering in rebel groups, 1989–2013: Introducing a new dataset",/utility/DownloadFile.ashx?id=24&type=replicationfile,2018
Stefan Lindemann & Andreas Wimmer: Repression and refuge: Why only some politically excluded ethnic groups rebel,/utility/DownloadFile.ashx?id=20&type=replicationfile,2018
"Thomas J Biersteker, Sue E Eckert, Marcos Tourinho & Zuzana Hudáková: UN targeted sanctions datasets (1991–2013)",/utility/DownloadFile.ashx?id=25&type=replicationfile,2018
"Timothy JA Passmore, Megan Shannon & Andrew F Hart: Rallying the troops: Collective action and self-interest in UN peacekeeping contributions",/utility/DownloadFile.ashx?id=22&type=replicationfile,2018
Tobias Ide: Does environmental peacemaking between states work? Insights on cooperative environmental agreements and reconciliation in international rivalries,/utility/DownloadFile.ashx?id=21&type=replicationfile,2018
Adam Scharpf: Ideology and state terror: How officer beliefs shaped repression during Argentina’s ‘Dirty War’,/utility/DownloadFile.ashx?id=15&type=replicationfile,2018
"Christopher M Sullivan & Christian Davenport: Resistance is mobile: Dynamics of repression, challenger adaptation, and surveillance in US ‘Red Squad’ and black nationalist archives",/utility/DownloadFile.ashx?id=13&type=replicationfile,2018
"Javier Osorio, Livia I Schubiger & Michael Weintraub: Disappearing dissent? Repression and state consolidation in Mexico",/utility/DownloadFile.ashx?id=9&type=replicationfile,2018
Kristine Eck: The origins of policing institutions: Legacies of colonial insurgency,/utility/DownloadFile.ashx?id=11&type=replicationfile,2018
Laia Balcells & Christopher M Sullivan: New findings from conflict archives: An introduction and methodological framework,/utility/DownloadFile.ashx?id=10&type=replicationfile,2018
Mai Hassan & Thomas O’Mealia: Uneven accountability in the wake of political violence: Evidence from Kenya’s ashes and archives,/utility/DownloadFile.ashx?id=12&type=replicationfile,2018
Rachel A Schwartz & Scott Straus: What drives violence against civilians in civil war? Evidence from Guatemala’s conflict archives,/utility/DownloadFile.ashx?id=16&type=replicationfile,2018
Rex W Douglass & Kristen A Harkness: Measuring the landscape of civil war: Evaluating geographic coding decisions with historic data from the Mau Mau rebellion,/utility/DownloadFile.ashx?id=14&type=replicationfile,2018
Yuri M Zhukov & Roya Talibova: Stalin’s terror and the long-term political effects of mass repression,/utility/DownloadFile.ashx?id=8&type=replicationfile,2018
"Courtenay R Conrad, Daniel W Hill Jr & Will H Moore: Torture and the limits of democratic institutions","http://file.prio.no/Journals/JPR/2018/55/1/Courtenay R Conrad, Daniel W Hill Jr & Will H Moore.zip",2018
Daniel Krcmaric: Varieties of civil war and mass killing: Reassessing the relationship between guerrilla warfare and civilian victimization,http://file.prio.no/Journals/JPR/2018/55/1/Daniel Krcmaric.zip,2018
Eric S Mosinger: Brothers or others in arms? Civilian constituencies and rebel fragmentation in civil war,http://file.prio.no/Journals/JPR/2018/55/1/Eric S Mosinger.zip,2018
Geoff Dancy & Eric Wiebelhaus-Brahm: The impact of criminal prosecutions during intrastate conflict,/utility/DownloadFile.ashx?id=61&type=replicationfile,2018
Jesse Hammond: Maps of mayhem: Strategic location and deadly violence in civil war,http://file.prio.no/Journals/JPR/2018/55/1/Jesse Hammond.zip,2018
