title,href,date,filename,file_href
"Replication Data for: Person-Positivity Bias, Social Category Labels, and Attitudes toward Gays and Lesbians",/dataset.xhtml?persistentId=doi:10.7910/DVN/NAKSU2,"May 22, 2019",personpositivityreplication.pdf,/file.xhtml?persistentId=doi:10.7910/DVN/NAKSU2/5OBTJU&version=1.0
"Replication Data for: Person-Positivity Bias, Social Category Labels, and Attitudes toward Gays and Lesbians",/dataset.xhtml?persistentId=doi:10.7910/DVN/NAKSU2,"May 22, 2019",qword.tab,/file.xhtml?persistentId=doi:10.7910/DVN/NAKSU2/ARLT8H&version=1.0
"Replication Data for: Person-Positivity Bias, Social Category Labels, and Attitudes toward Gays and Lesbians",/dataset.xhtml?persistentId=doi:10.7910/DVN/NAKSU2,"May 22, 2019",readme.txt,/file.xhtml?persistentId=doi:10.7910/DVN/NAKSU2/YISUBU&version=1.0
"Replication Data for: ""Explaining the end of Spanish exceptionalism and electoral support for Vox",/dataset.xhtml?persistentId=doi:10.7910/DVN/7SECSL,"Apr 29, 2019",analysis_output.smcl,/file.xhtml?persistentId=doi:10.7910/DVN/7SECSL/ZSXAKG&version=1.0
"Replication Data for: ""Explaining the end of Spanish exceptionalism and electoral support for Vox",/dataset.xhtml?persistentId=doi:10.7910/DVN/7SECSL,"Apr 29, 2019",cis3236_stata.tab,/file.xhtml?persistentId=doi:10.7910/DVN/7SECSL/EEGLJD&version=1.0
"Replication Data for: ""Explaining the end of Spanish exceptionalism and electoral support for Vox",/dataset.xhtml?persistentId=doi:10.7910/DVN/7SECSL,"Apr 29, 2019",codebook.pdf,/file.xhtml?persistentId=doi:10.7910/DVN/7SECSL/Y2FHPS&version=1.0
"Replication Data for: ""Explaining the end of Spanish exceptionalism and electoral support for Vox",/dataset.xhtml?persistentId=doi:10.7910/DVN/7SECSL,"Apr 29, 2019",Explanatory memo.pdf,/file.xhtml?persistentId=doi:10.7910/DVN/7SECSL/FP049D&version=1.0
"Replication Data for: ""Explaining the end of Spanish exceptionalism and electoral support for Vox",/dataset.xhtml?persistentId=doi:10.7910/DVN/7SECSL,"Apr 29, 2019",robustness.do,/file.xhtml?persistentId=doi:10.7910/DVN/7SECSL/LKNXMC&version=1.0
"Replication Data for: ""Explaining the end of Spanish exceptionalism and electoral support for Vox",/dataset.xhtml?persistentId=doi:10.7910/DVN/7SECSL,"Apr 29, 2019",vox_dofile.do,/file.xhtml?persistentId=doi:10.7910/DVN/7SECSL/4EIJGU&version=1.0
Replication Data for: Choosing the crook: A conjoint experiment on voting for corrupt politicians,/dataset.xhtml?persistentId=doi:10.7910/DVN/HOSWS7,"Apr 26, 2019",Choosing_crook.tab,/file.xhtml?persistentId=doi:10.7910/DVN/HOSWS7/PSBAAV&version=1.0
Replication Data for: Choosing the crook: A conjoint experiment on voting for corrupt politicians,/dataset.xhtml?persistentId=doi:10.7910/DVN/HOSWS7,"Apr 26, 2019",Choosing_crook_analysis.do,/file.xhtml?persistentId=doi:10.7910/DVN/HOSWS7/XLBLXM&version=1.0
Replication Data for: Choosing the crook: A conjoint experiment on voting for corrupt politicians,/dataset.xhtml?persistentId=doi:10.7910/DVN/HOSWS7,"Apr 26, 2019",Choosing_crook_recode.do,/file.xhtml?persistentId=doi:10.7910/DVN/HOSWS7/DJWXBT&version=1.0
Replication Data for: Choosing the crook: A conjoint experiment on voting for corrupt politicians,/dataset.xhtml?persistentId=doi:10.7910/DVN/HOSWS7,"Apr 26, 2019",Instructions replication_Choosing the crook.pdf,/file.xhtml?persistentId=doi:10.7910/DVN/HOSWS7/IHMUZW&version=1.0
Replication Data for: Did State Responses to Automation Matter for Voters?,/dataset.xhtml?persistentId=doi:10.7910/DVN/MR1QW3,"Mar 22, 2019",analyze_ISSPCombined.do,/file.xhtml?persistentId=doi:10.7910/DVN/MR1QW3/VMLDU4&version=1.0
Replication Data for: Did State Responses to Automation Matter for Voters?,/dataset.xhtml?persistentId=doi:10.7910/DVN/MR1QW3,"Mar 22, 2019",create_ISSPCombined.do,/file.xhtml?persistentId=doi:10.7910/DVN/MR1QW3/UMGYQP&version=1.0
Replication Data for: Did State Responses to Automation Matter for Voters?,/dataset.xhtml?persistentId=doi:10.7910/DVN/MR1QW3,"Mar 22, 2019",figure1.do,/file.xhtml?persistentId=doi:10.7910/DVN/MR1QW3/QYHJ8R&version=1.0
Replication Data for: Did State Responses to Automation Matter for Voters?,/dataset.xhtml?persistentId=doi:10.7910/DVN/MR1QW3,"Mar 22, 2019",Read_Me.pdf,/file.xhtml?persistentId=doi:10.7910/DVN/MR1QW3/RU0ZQY&version=1.0
