title,href,date,filename,file_href
Replication Data for: Measurement Error and the Specification of the Weights Matrix in Spatial Regression Models,/dataset.xhtml?persistentId=doi:10.7910/DVN/W9DGRR,"May 18, 2019",Figure_1.pdf,/file.xhtml?persistentId=doi:10.7910/DVN/W9DGRR/OTTSZA&version=1.0
Replication Data for: Measurement Error and the Specification of the Weights Matrix in Spatial Regression Models,/dataset.xhtml?persistentId=doi:10.7910/DVN/W9DGRR,"May 18, 2019",README.txt,/file.xhtml?persistentId=doi:10.7910/DVN/W9DGRR/WTTVG3&version=1.0
Replication Data for: Measurement Error and the Specification of the Weights Matrix in Spatial Regression Models,/dataset.xhtml?persistentId=doi:10.7910/DVN/W9DGRR,"May 18, 2019",replication.R,/file.xhtml?persistentId=doi:10.7910/DVN/W9DGRR/O1KNMG&version=1.0
Replication Data for: Measurement Error and the Specification of the Weights Matrix in Spatial Regression Models,/dataset.xhtml?persistentId=doi:10.7910/DVN/W9DGRR,"May 18, 2019",Table_1.txt,/file.xhtml?persistentId=doi:10.7910/DVN/W9DGRR/ZYW1P8&version=1.0
Replication Data for: Measurement Error and the Specification of the Weights Matrix in Spatial Regression Models,/dataset.xhtml?persistentId=doi:10.7910/DVN/W9DGRR,"May 18, 2019",Table_2.txt,/file.xhtml?persistentId=doi:10.7910/DVN/W9DGRR/FZGRTN&version=1.0
Replication Data for: How to assess power law behavior using stochastic process methods: A note of caution,/dataset.xhtml?persistentId=doi:10.7910/DVN/8DWAZW,"May 17, 2019",budget.tab,/file.xhtml?persistentId=doi:10.7910/DVN/8DWAZW/XUFVZT&version=1.0
Replication Data for: How to assess power law behavior using stochastic process methods: A note of caution,/dataset.xhtml?persistentId=doi:10.7910/DVN/8DWAZW,"May 17, 2019",figure1.pdf,/file.xhtml?persistentId=doi:10.7910/DVN/8DWAZW/CAC5DP&version=1.0
Replication Data for: How to assess power law behavior using stochastic process methods: A note of caution,/dataset.xhtml?persistentId=doi:10.7910/DVN/8DWAZW,"May 17, 2019",figureA1.pdf,/file.xhtml?persistentId=doi:10.7910/DVN/8DWAZW/XHN184&version=1.0
Replication Data for: How to assess power law behavior using stochastic process methods: A note of caution,/dataset.xhtml?persistentId=doi:10.7910/DVN/8DWAZW,"May 17, 2019",figureA2.pdf,/file.xhtml?persistentId=doi:10.7910/DVN/8DWAZW/2MLAS7&version=1.0
Replication Data for: How to assess power law behavior using stochastic process methods: A note of caution,/dataset.xhtml?persistentId=doi:10.7910/DVN/8DWAZW,"May 17, 2019",figureA3.pdf,/file.xhtml?persistentId=doi:10.7910/DVN/8DWAZW/YXSN2V&version=1.0
