title,href,date,filename,file_href
"Replication Data for: Federalism, Government Liberalism and Union Weakness in America",/dataset.xhtml?persistentId=doi:10.15139/S3/4YMODT,"Apr 30, 2019",Code.R,/file.xhtml?fileId=7505478&version=1.0
"Replication Data for: Federalism, Government Liberalism and Union Weakness in America",/dataset.xhtml?persistentId=doi:10.15139/S3/4YMODT,"Apr 30, 2019",Codebook1977-2014TotalUnionDensityAnalyses.pdf,/file.xhtml?fileId=7504831&version=1.0
"Replication Data for: Federalism, Government Liberalism and Union Weakness in America",/dataset.xhtml?persistentId=doi:10.15139/S3/4YMODT,"Apr 30, 2019",Codebook1983-2014TotalUnionDensityAnalyses.pdf,/file.xhtml?fileId=7504836&version=1.0
"Replication Data for: Federalism, Government Liberalism and Union Weakness in America",/dataset.xhtml?persistentId=doi:10.15139/S3/4YMODT,"Apr 30, 2019",CodebookPrivateUnionDensityAnalyses.pdf,/file.xhtml?fileId=7504829&version=1.0
"Replication Data for: Federalism, Government Liberalism and Union Weakness in America",/dataset.xhtml?persistentId=doi:10.15139/S3/4YMODT,"Apr 30, 2019",de8314suba.tab,/file.xhtml?fileId=7505040&version=1.0
"Replication Data for: Federalism, Government Liberalism and Union Weakness in America",/dataset.xhtml?persistentId=doi:10.15139/S3/4YMODT,"Apr 30, 2019",readme.txt,/file.xhtml?fileId=7505041&version=1.0
"Replication Data for: Federalism, Government Liberalism and Union Weakness in America",/dataset.xhtml?persistentId=doi:10.15139/S3/4YMODT,"Apr 30, 2019",states10nn.gwt,/file.xhtml?fileId=7504834&version=1.0
"Replication Data for: Federalism, Government Liberalism and Union Weakness in America",/dataset.xhtml?persistentId=doi:10.15139/S3/4YMODT,"Apr 30, 2019",states15nn.gwt,/file.xhtml?fileId=7504827&version=1.0
"Replication Data for: Federalism, Government Liberalism and Union Weakness in America",/dataset.xhtml?persistentId=doi:10.15139/S3/4YMODT,"Apr 30, 2019",states5nn.gwt,/file.xhtml?fileId=7504832&version=1.0
"Replication Data for: Federalism, Government Liberalism and Union Weakness in America",/dataset.xhtml?persistentId=doi:10.15139/S3/4YMODT,"Apr 30, 2019",statesaaa.gal,/file.xhtml?fileId=7504837&version=1.0
Replication Data for: Do Voters Prefer Women Judges? Deconstructing the Competitive Advantage in State Supreme Court Elections,/dataset.xhtml?persistentId=doi:10.15139/S3/233JVI,"Apr 11, 2019",fiftystater-master.zip,/file.xhtml?fileId=7505490&version=1.0
Replication Data for: Do Voters Prefer Women Judges? Deconstructing the Competitive Advantage in State Supreme Court Elections,/dataset.xhtml?persistentId=doi:10.15139/S3/233JVI,"Apr 11, 2019",GillEugenis_agg.do,/file.xhtml?fileId=7505489&version=1.0
Replication Data for: Do Voters Prefer Women Judges? Deconstructing the Competitive Advantage in State Supreme Court Elections,/dataset.xhtml?persistentId=doi:10.15139/S3/233JVI,"Apr 11, 2019",GillEugenis_agg.pdf,/file.xhtml?fileId=7505485&version=1.0
Replication Data for: Do Voters Prefer Women Judges? Deconstructing the Competitive Advantage in State Supreme Court Elections,/dataset.xhtml?persistentId=doi:10.15139/S3/233JVI,"Apr 11, 2019",GillEugenis_agg.tab,/file.xhtml?fileId=7505487&version=1.0
Replication Data for: Do Voters Prefer Women Judges? Deconstructing the Competitive Advantage in State Supreme Court Elections,/dataset.xhtml?persistentId=doi:10.15139/S3/233JVI,"Apr 11, 2019",GillEugenis_ind.do,/file.xhtml?fileId=7505482&version=1.0
Replication Data for: Do Voters Prefer Women Judges? Deconstructing the Competitive Advantage in State Supreme Court Elections,/dataset.xhtml?persistentId=doi:10.15139/S3/233JVI,"Apr 11, 2019",GillEugenis_ind.pdf,/file.xhtml?fileId=7505486&version=1.0
Replication Data for: Do Voters Prefer Women Judges? Deconstructing the Competitive Advantage in State Supreme Court Elections,/dataset.xhtml?persistentId=doi:10.15139/S3/233JVI,"Apr 11, 2019",GillEugenis_ind.tab,/file.xhtml?fileId=7505484&version=1.0
Replication Data for: Do Voters Prefer Women Judges? Deconstructing the Competitive Advantage in State Supreme Court Elections,/dataset.xhtml?persistentId=doi:10.15139/S3/233JVI,"Apr 11, 2019",MapsFinal.R,/file.xhtml?fileId=7505480&version=1.0
Replication Data for: Do Voters Prefer Women Judges? Deconstructing the Competitive Advantage in State Supreme Court Elections,/dataset.xhtml?persistentId=doi:10.15139/S3/233JVI,"Apr 11, 2019",readme.txt,/file.xhtml?fileId=7505481&version=1.0
Replication Data for: Do Voters Prefer Women Judges? Deconstructing the Competitive Advantage in State Supreme Court Elections,/dataset.xhtml?persistentId=doi:10.15139/S3/233JVI,"Apr 11, 2019",snames.tab,/file.xhtml?fileId=7505488&version=1.0
"Replication Data for: Hot Districts, Cool Legislation: Evaluating Agenda Setting in Climate Change Bill Sponsorship in U.S. States",/dataset.xhtml?persistentId=doi:10.15139/S3/HFV0AO,"Mar 15, 2019",analysis.do,/file.xhtml?fileId=7504915&version=1.0
"Replication Data for: Hot Districts, Cool Legislation: Evaluating Agenda Setting in Climate Change Bill Sponsorship in U.S. States",/dataset.xhtml?persistentId=doi:10.15139/S3/HFV0AO,"Mar 15, 2019",Hot Districts Codebook.pdf,/file.xhtml?fileId=7504916&version=1.0
"Replication Data for: Hot Districts, Cool Legislation: Evaluating Agenda Setting in Climate Change Bill Sponsorship in U.S. States",/dataset.xhtml?persistentId=doi:10.15139/S3/HFV0AO,"Mar 15, 2019",hot districts replication data.dta,/file.xhtml?fileId=7504573&version=1.0
"Replication Data for: Hot Districts, Cool Legislation: Evaluating Agenda Setting in Climate Change Bill Sponsorship in U.S. States",/dataset.xhtml?persistentId=doi:10.15139/S3/HFV0AO,"Mar 15, 2019",ReadMe.pdf,/file.xhtml?fileId=7505305&version=1.0
